product_id,title,batch_id,field,changed,old_sha256,new_sha256,old_word_count,new_word_count,qa_status
243,"Custom Nested Kraft Gift Boxes with Ribbon",BATCH-09,rank_math_focus_keyword,NO,ec96fdc15a19e3eb2b7ec05d78d9a8166af32cf8278582abdad06bcb12005ea8,ec96fdc15a19e3eb2b7ec05d78d9a8166af32cf8278582abdad06bcb12005ea8,4,4,PASS
244,"Custom Tea Gift Box with Window",BATCH-06,post_excerpt,YES,5a6893eb805de4cd5c243c886452e30304d6dfee6093e82cec79fd2f743ae1a0,cac9207564c23b7e5382e1b368378eca4d1b8811939a712f2a8c0060ecf7d5b2,34,40,PASS
244,"Custom Tea Gift Box with Window",BATCH-06,post_content,YES,4fb6835956bf4d025198c56c1210e5f5fe147aa391f1133178b0a47072a29419,9c7569ed4040805f1bfee352ae305e5c3dc247fd32fa6eab2b85c906e13766b3,983,944,PASS
244,"Custom Tea Gift Box with Window",BATCH-06,rank_math_title,YES,c480ec62f1d0a29ad8e2d3e7c66d2eac805c71eab88bb0843917010d0d535544,465c6d0cc8dfe97e6cb802fb83fbf79abbb862cfe61f8b0322fe9afeddb84146,9,10,PASS
244,"Custom Tea Gift Box with Window",BATCH-06,rank_math_description,YES,11a50d981ecd18307ed3ddabc08a038596cbc27b758a754cc707e46bc735b5e3,743952eb6093db0cdbd9298ded93468c68a8e4ec19857da77ce2e03648791d6f,25,22,PASS
244,"Custom Tea Gift Box with Window",BATCH-06,rank_math_focus_keyword,NO,deaf58ac9b350247c8ec99ed215075f26cbf15c5a18016ef19d2564fc169a60d,deaf58ac9b350247c8ec99ed215075f26cbf15c5a18016ef19d2564fc169a60d,5,5,PASS
245,"Custom Apparel Drawer Box with Ribbon Pull",BATCH-15,post_excerpt,YES,3d45e8297734be454842162e020f803fc712dfdf66eae44302a16f6b23dd739d,d3eb6873aab7823b962245af5bb2cd71b4d4e37a3d4da6fef1ea79c1bb28767f,32,43,PASS
245,"Custom Apparel Drawer Box with Ribbon Pull",BATCH-15,post_content,YES,c809d6c893db1c9ae07523a3edf36c5b3d1a7fd2375afc2ef2f1589a803b67de,b4f86d9dbb536c18f6cf56f3a2dda03bb19c09586e364ce65cc5315014d9f692,873,912,PASS
245,"Custom Apparel Drawer Box with Ribbon Pull",BATCH-15,rank_math_title,YES,b916c6a713ddb0e837a538e67c66fb5d530eb3b766068053d6454a2185bfca79,3c145f65282ecc1ff63e8df877132e488520fa3392375bf6019519159d8af9ff,10,8,PASS
245,"Custom Apparel Drawer Box with Ribbon Pull",BATCH-15,rank_math_description,YES,016a27fa844f8f54ae52aa99ab9f4475ca652dfdb1d7f2bd9ef05f387f847daf,487e0c4b426cd1fb7aba2c60409cc1efe27fbb66938e243c172c6b6687a69cd0,24,21,PASS
245,"Custom Apparel Drawer Box with Ribbon Pull",BATCH-15,rank_math_focus_keyword,NO,0953d7b6bdea080e31df929a7b7dca265d64a09d8f8d14a5a71500335db40466,0953d7b6bdea080e31df929a7b7dca265d64a09d8f8d14a5a71500335db40466,3,3,PASS
